COOPID, YEAR, MONTH, DAY, meanTemp
80211,2024,7,18,83.50000
80211,2024,7,19,85.00000
80211,2024,7,20,85.50000
80211,2024,7,21,84.50000
80211,2024,7,22,83.50000
80211,2024,7,23,84.00000
80211,2024,7,24,83.50000
80211,2024,7,25,83.00000
80211,2024,7,26,82.50000
80211,2024,7,27,83.00000
80211,2024,7,28,83.50000
80211,2024,7,29,85.00000
80211,2024,7,30,83.00000
80211,2024,7,31,83.50000
80211,2024,8,1,83.00000
80211,2024,8,2,85.50000
80211,2024,8,3,85.00000
80211,2024,8,4,82.00000
80211,2024,8,5,83.50000
80211,2024,8,6,85.50000
80211,2024,8,7,89.50000
80211,2024,8,8,87.50000
80211,2024,8,9,88.00000
80211,2024,8,10,86.50000
80211,2024,8,11,86.50000
80211,2024,8,12,87.00000
80211,2024,8,13,88.50000
80211,2024,8,14,89.00000
80211,2024,8,15,84.00000
80211,2024,8,16,82.50000
80211,2024,8,17,82.00000
80211,2024,8,18,83.50000
80211,2024,8,19,82.50000
80211,2024,8,20,84.50000
80211,2024,8,21,81.50000
80211,2024,8,22,82.50000
80211,2024,8,23,81.00000
80211,2024,8,24,81.50000
80211,2024,8,25,82.00000
80211,2024,8,26,83.50000
80211,2024,8,27,83.00000
80211,2024,8,28,83.50000
80211,2024,8,29,82.50000
80211,2024,8,30,82.50000
80211,2024,8,31,83.00000
80211,2024,9,1,83.50000
80211,2024,9,2,84.50000
80211,2024,9,3,83.50000
80211,2024,9,4,80.50000
80211,2024,9,5,82.00000
80211,2024,9,6,78.00000
80211,2024,9,7,77.00000
80211,2024,9,8,80.00000
80211,2024,9,9,79.00000
80211,2024,9,10,80.00000
80211,2024,9,11,78.00000
80211,2024,9,12,79.50000
80211,2024,9,13,80.50000
80211,2024,9,14,83.00000
80211,2024,9,15,80.00000
80211,2024,9,16,79.00000
80211,2024,9,17,79.00000
80211,2024,9,18,81.00000
80211,2024,9,19,81.50000
80211,2024,9,20,80.50000
80211,2024,9,21,81.50000
80211,2024,9,22,80.00000
80211,2024,9,23,80.50000
80211,2024,9,24,81.00000
80211,2024,9,25,78.50000
80211,2024,9,26,77.50000
80211,2024,9,27,80.00000
80211,2024,9,28,81.00000
80211,2024,9,29,82.50000
80211,2024,9,30,80.50000
80211,2024,10,1,80.50000
80211,2024,10,2,78.50000
80211,2024,10,3,77.50000
80211,2024,10,4,80.00000
80211,2024,10,5,79.50000
80211,2024,10,6,75.50000
80211,2024,10,7,78.50000
80211,2024,10,8,77.50000
80211,2024,10,9,71.50000
80211,2024,10,10,74.00000
80211,2024,10,11,69.50000
80211,2024,10,12,68.00000
80211,2024,10,13,67.00000
80211,2024,10,14,73.00000
80211,2024,10,15,71.00000
80211,2024,10,16,60.50000
80211,2024,10,17,59.00000
80211,2024,10,18,63.50000
80211,2024,10,19,70.00000
80211,2024,10,20,71.00000
80211,2024,10,21,71.00000
80211,2024,10,22,72.50000
80211,2024,10,23,73.50000
80211,2024,10,24,71.50000
80211,2024,10,25,72.50000
80211,2024,10,26,73.50000
80211,2024,10,27,75.00000
80211,2024,10,28,69.50000
80211,2024,10,29,73.00000
80211,2024,10,30,75.50000
80211,2024,10,31,73.50000
80211,2024,11,1,72.50000
80211,2024,11,2,73.50000
80211,2024,11,3,75.00000
80211,2024,11,4,75.00000
80211,2024,11,5,78.50000
80211,2024,11,6,78.50000
80211,2024,11,7,80.50000
80211,2024,11,8,78.00000
80211,2024,11,9,77.50000
80211,2024,11,10,76.00000
80211,2024,11,11,77.50000
80211,2024,11,12,76.50000
80211,2024,11,13,77.00000
80211,2024,11,14,72.50000
80211,2024,11,15,67.00000
80211,2024,11,16,63.00000
80211,2024,11,17,65.00000
80211,2024,11,18,68.00000
80211,2024,11,19,76.00000
80211,2024,11,20,70.50000
80211,2024,11,21,54.50000
80211,2024,11,22,57.50000
80211,2024,11,23,54.00000
80211,2024,11,24,56.00000
80211,2024,11,25,63.50000
80211,2024,11,26,69.50000
80211,2024,11,27,68.00000
80211,2024,11,28,72.50000
80211,2024,11,29,54.00000
80211,2024,11,30,48.50000
80211,2024,12,1,48.50000
80211,2024,12,2,49.50000
80211,2024,12,3,48.00000
80211,2024,12,4,47.00000
80211,2024,12,5,59.50000
80211,2024,12,6,51.00000
80211,2024,12,7,46.00000
80211,2024,12,8,52.50000
80211,2024,12,9,68.00000
80211,2024,12,10,70.50000
80211,2024,12,11,54.00000
80211,2024,12,12,47.50000
80211,2024,12,13,54.00000
80211,2024,12,14,61.00000
80211,2024,12,15,67.00000
80211,2024,12,16,65.50000
80211,2024,12,17,68.00000
80211,2024,12,18,66.50000
80211,2024,12,19,65.50000
80211,2024,12,20,56.00000
80211,2024,12,21,46.00000
80211,2024,12,22,47.50000
80211,2024,12,23,51.00000
80211,2024,12,24,52.50000
80211,2024,12,25,55.50000
80211,2024,12,26,57.50000
80211,2024,12,27,59.00000
80211,2024,12,28,66.00000
80211,2024,12,29,64.00000
80211,2024,12,30,57.00000
80211,2024,12,31,65.00000
